CUST_ID,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,PURCHASES_FREQUENCY,Cluster,Segment,PCA1,PCA2
C11768,3013.590493,0.0,341.360876,3000.0,750.160714,1329.881951,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8342174763596706,1.7571934571969077
C11769,92.406069,0.0,683.253783,3500.0,1044.949836,41.026459,0.166667,12,0.0,0,Inactive / Low-Engagement,-1.7593573080718128,-0.4857165292306941
C11770,2472.874609,2052.74,3251.021027,6500.0,9076.561132,635.401109,0.083333,12,1.0,3,Installment Buyers,2.637140914873504,1.6467336796590881
C11771,154.439292,1047.94,0.0,6000.0,1032.089965,173.484575,0.333333,12,0.75,3,Installment Buyers,0.5295761352033492,-1.2596433795029047
C11773,269.911748,1348.44,298.491305,500.0,1258.023851,250.283276,0.0,12,1.0,3,Installment Buyers,1.3951794316857162,-0.5798191306697731
C11774,146.04887,3256.15,0.0,6500.0,3498.681846,74.878694,0.25,12,0.916667,3,Installment Buyers,2.117176823986131,-0.7266552574058285
C11775,2779.833422,0.0,1492.253356,3000.0,1708.484919,1285.667565,0.0,11,0.0,2,Cash Advance Users,-1.944827947021224,2.7804594007030556
C11776,161.792222,2883.58,0.0,2000.0,3051.442623,185.380301,0.75,12,1.0,3,Installment Buyers,2.327982950007021,-1.5188822048093398
C11777,5239.120768,1823.23,0.0,5750.0,2107.740768,2658.139243,0.0,12,0.75,3,Installment Buyers,1.1993518936640568,0.5050798130463752
C11778,2288.014844,1753.46,0.0,2500.0,989.999739,1121.296235,0.0,12,1.0,3,Installment Buyers,1.705847569411204,-0.6583323007099258
C11779,1526.707241,484.47,402.906235,1500.0,1086.417545,1818.148035,0.0,12,0.75,3,Installment Buyers,-0.3923660392499579,0.48655683920438536
C11780,52.598283,517.83,0.0,6500.0,600.096058,163.367227,1.0,12,1.0,3,Installment Buyers,1.589445802407584,-2.0756332624680383
C11781,981.886157,0.0,473.430801,3500.0,768.398403,239.523143,0.0,12,0.0,0,Inactive / Low-Engagement,-1.684184782611732,0.015293009268188537
C11782,14.891634,0.0,116.193463,3000.0,0.0,312.343947,0.0,9,0.0,0,Inactive / Low-Engagement,-2.401007049761606,-0.8271011279043969
C11784,5.270593,69.57,0.0,4000.0,411.825987,83.449559,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.8845004252497013,-1.1450194498799062
C11785,314.675322,1310.9,0.0,10000.0,1425.2566,203.356235,0.0,12,1.0,3,Installment Buyers,2.333807892171207,-1.0635996828719099
C11786,467.244925,4001.7,0.0,16000.0,2259.241805,183.138427,0.181818,12,1.0,1,High Spenders,5.05072325916401,-0.6786419603516916
C11787,304.945628,2788.81,266.383091,4000.0,2803.353036,130.626533,0.714286,11,0.727273,3,Installment Buyers,1.5002056320998916,-0.4673821663432676
C11788,1271.429631,0.0,678.525863,1500.0,526.910053,416.325411,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8799627180482876,0.33653306934646904
C11789,97.389327,60.0,0.0,12500.0,453.421982,204.88001,0.0,12,0.083333,0,Inactive / Low-Engagement,-0.9812045242150697,-0.10466783302992326
C11790,1597.521193,211.07,994.167915,5000.0,3187.854069,665.357143,0.0,12,0.5,0,Inactive / Low-Engagement,-0.4224963260397694,0.033263189149149996
C11791,10.118033,0.0,197.521871,1500.0,648.301187,148.644436,0.0,10,0.0,0,Inactive / Low-Engagement,-2.430910253863373,-0.9585555896644501
C11792,103.629108,1106.62,0.0,6000.0,1343.893653,159.496615,0.545455,12,1.0,3,Installment Buyers,1.5570440671074703,-1.6897413614053882
C11794,993.027484,0.0,1586.612256,1200.0,2185.377456,444.684235,0.090909,12,0.0,0,Inactive / Low-Engagement,-1.876256421118564,1.7077250067106249
C11795,4226.501257,4900.0,980.879554,10500.0,615.450902,1637.629006,0.0,12,0.166667,0,Inactive / Low-Engagement,1.288803481176599,1.3529074174079248
C11796,1118.086877,128.8,0.0,1200.0,277.766526,436.577474,0.0,12,0.166667,0,Inactive / Low-Engagement,-1.435391515318081,-0.7586831681051418
C11797,555.131027,1586.45,0.0,5500.0,3219.285764,244.624549,0.416667,12,1.0,3,Installment Buyers,2.3063977655213814,-1.386612310020385
C11798,1133.572488,4063.49,391.73075,1600.0,4936.506976,284.024015,0.083333,12,1.0,3,Installment Buyers,3.4092787288994124,-0.7554771079003767
C11799,3646.04461,0.0,949.437186,8000.0,975.508088,897.29515,0.0,12,0.0,0,Inactive / Low-Engagement,-1.340973547610868,1.4153185574640288
C11800,3790.914663,2655.68,6263.883768,8300.0,6173.165264,1192.462873,0.083333,12,0.833333,2,Cash Advance Users,3.658083465605177,3.1063575534647763
C11801,340.082231,3177.21,0.0,7500.0,2658.629277,141.256176,0.333333,12,0.833333,3,Installment Buyers,2.1353058607918074,-1.068257260794945
C11802,11.249863,137.84,0.0,10000.0,234.444295,101.418698,0.166667,12,0.166667,0,Inactive / Low-Engagement,-1.0521924118132966,-0.6639068353945029
C11803,108.548004,1099.19,0.0,4000.0,1181.316469,174.477061,0.583333,12,1.0,3,Installment Buyers,1.54285021983343,-1.8292638254467277
C11804,601.68828,1358.2,0.0,1500.0,310.912113,157.872552,0.0,10,0.8,3,Installment Buyers,0.3972451835681137,-1.5102597820036847
C11805,2529.016337,1040.74,0.0,2500.0,1746.018537,2996.008935,0.0,12,1.0,3,Installment Buyers,1.0802674341449499,-0.8794899976770945
C11806,306.90901,2768.93,0.0,10500.0,2605.175646,174.261548,0.5,12,1.0,3,Installment Buyers,2.542904552564869,-1.1437872443839987
C11807,14.203161,117.0,0.0,7950.0,346.311752,164.071552,0.666667,12,0.333333,0,Inactive / Low-Engagement,-0.858514056052168,-1.3990604669574773
C11808,3387.93956,391.14,987.378841,7000.0,889.86432,1566.969659,0.0,12,1.0,3,Installment Buyers,0.6407595546008229,-0.13681071682384754
C11809,26.247988,0.0,2861.967408,3000.0,0.0,312.343947,0.0,12,0.0,0,Inactive / Low-Engagement,-2.3030403704995077,-0.3926647569433463
C11810,3961.649658,2280.0,0.0,4500.0,2216.561982,2469.589072,0.0,12,1.0,3,Installment Buyers,1.744614365540594,-0.4572086336297993
C11811,121.388989,783.83,315.342982,7000.0,1778.900698,177.969765,1.0,12,0.416667,3,Installment Buyers,-0.0775183323890522,-0.9181373722946929
C11813,354.527499,3751.42,0.0,9000.0,4001.942901,167.998751,1.0,12,1.0,3,Installment Buyers,4.214780661962292,-1.5207990741499637
C11814,912.36003,10709.17,0.0,15000.0,11381.63396,299.249818,1.0,12,1.0,1,High Spenders,8.187487115307356,0.09756558186442697
C11815,5337.987139,2545.37,994.391034,13500.0,1663.976007,1229.779536,0.0,12,1.0,3,Installment Buyers,2.488200059901302,0.7022379431253276
C11816,4210.323012,1210.31,1817.321515,7500.0,8138.429479,1070.026829,0.083333,12,1.0,3,Installment Buyers,3.3571341058649615,0.9379741989874842
C11817,890.275144,435.14,0.0,1800.0,3334.754054,1102.402301,0.0,12,0.166667,0,Inactive / Low-Engagement,-1.1134870093177949,-0.6110174718194223
C11818,1740.169093,276.72,0.0,1800.0,667.764492,601.656779,0.0,12,1.0,3,Installment Buyers,0.20075679408626043,-1.335048441572436
C11819,5383.084424,9736.61,2965.656802,9000.0,15824.73587,3364.021248,0.083333,12,1.0,1,High Spenders,9.152493932289477,2.9954865368804993
C11820,4603.402061,0.0,7665.092756,14000.0,9874.465723,1168.006176,0.083333,12,0.0,2,Cash Advance Users,-0.5687163873693635,6.64580046235507
C11821,18.150347,119.8,0.0,4500.0,297.276499,143.808363,0.333333,12,0.333333,0,Inactive / Low-Engagement,-1.2129890900127038,-1.4132072791422376
C11822,2833.613641,1387.52,1442.587409,3000.0,1564.459934,2019.019279,0.0,12,1.0,3,Installment Buyers,1.0145316460949372,0.22983083239054994
C11823,1547.714145,2476.31,0.0,3500.0,4061.48987,333.50034,0.0,12,1.0,3,Installment Buyers,3.170804989797985,-1.0183156972645848
C11824,144.346693,1976.32,0.0,4500.0,1828.116915,166.497851,0.583333,12,1.0,3,Installment Buyers,1.8510285007535536,-1.7182235335663263
C11825,1377.812538,14300.98,0.0,18000.0,13535.67697,352.090849,1.0,12,1.0,1,High Spenders,10.453167028272635,0.6491897833765466
C11826,926.341558,45.65,0.0,1000.0,1293.650192,9957.74274,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.3206162929004344,0.03398956953000341
C11827,10822.05811,4850.35,0.0,15500.0,2740.09442,2621.071099,0.0,12,1.0,1,High Spenders,7.743861433967644,1.595024015146575
C11828,1238.932482,280.09,0.0,1500.0,1575.457164,6422.472544,0.0,12,0.916667,3,Installment Buyers,0.3016891270579768,-0.8710762234428915
C11829,5681.962807,523.19,1116.370312,11500.0,2167.822526,1433.734576,0.0,12,0.666667,2,Cash Advance Users,0.43641321345368533,1.715554327370572
C11830,1269.019947,445.46,0.0,2600.0,2875.999728,489.750966,0.0,12,1.0,3,Installment Buyers,0.3959974734262969,-1.2860113781999338
C11831,1592.48626,1449.48,0.0,10500.0,1695.90191,419.784527,0.0,12,1.0,3,Installment Buyers,1.7692126489110913,-0.7165199022531223
C11832,9502.256762,2776.09,0.0,10500.0,4177.324826,4264.641552,0.0,12,0.916667,3,Installment Buyers,3.4699364786761273,1.4177555360932548
C11833,57.416262,685.0,0.0,1200.0,559.813964,198.618741,0.333333,12,1.0,3,Installment Buyers,0.3389322320429353,-1.9172387359186283
C11834,2303.956234,0.0,5585.815801,6000.0,331.450159,443.57704,0.0,9,0.0,2,Cash Advance Users,-2.236909406727002,4.0430251243887785
C11835,2286.9003,4536.48,0.0,4000.0,5981.014712,1542.926815,0.0,12,1.0,3,Installment Buyers,3.3694352371758693,-0.4535628346997939
C11836,1058.369265,0.0,1353.576787,1500.0,1381.061656,266.359712,0.0,12,0.0,0,Inactive / Low-Engagement,-1.830213983312636,0.5628905497823882
C11837,4803.122987,0.0,1692.520703,8500.0,1089.772516,1564.04788,0.0,12,0.0,2,Cash Advance Users,-1.3226613856001932,2.3710956580971647
C11838,6836.552992,0.0,11405.73425,10000.0,6834.695342,2716.326216,0.0,12,0.0,2,Cash Advance Users,-1.1936243077705642,8.969438863585209
C11839,3.122949,0.0,317.505521,2500.0,559.499889,56.150133,0.25,12,0.0,0,Inactive / Low-Engagement,-1.9611231644547555,-0.5996660129703154
C11840,1053.639683,1027.01,314.032321,2200.0,1181.14154,225.348166,0.0,12,0.583333,0,Inactive / Low-Engagement,-0.28888761208227864,-0.40987786183595604
C11841,11734.26656,1528.12,5187.258558,15500.0,3624.231423,4804.430447,0.0,12,1.0,2,Cash Advance Users,2.477943737958975,5.233587511160743
C11842,80.55139,2132.7,0.0,10000.0,1731.530778,129.508802,0.545455,12,1.0,3,Installment Buyers,3.1296064912330332,-1.4973222159982134
C11843,1308.786637,0.0,99.670323,1500.0,528.262752,344.758313,0.0,12,0.0,0,Inactive / Low-Engagement,-1.82971478893046,-0.024748733606288653
C11844,6224.464489,4439.11,0.0,6500.0,2546.344149,4299.471274,0.0,12,0.833333,1,High Spenders,3.5617623207136777,0.6190851117797654
C11845,874.203747,232.8,331.57572,3000.0,1473.641228,328.114324,0.083333,12,0.25,0,Inactive / Low-Engagement,-0.979155427713586,-0.301816433393583
C11846,1329.443468,0.0,1024.351429,1800.0,684.599962,311.075432,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8078123383355569,0.2038938565883345
C11847,4372.395867,569.91,520.844673,4500.0,1345.099869,3937.465141,0.0,11,0.272727,2,Cash Advance Users,-0.6993140474260138,1.7316279583698893
C11848,4473.439581,656.2,117.482021,4500.0,1481.910221,1496.978704,0.0,12,1.0,3,Installment Buyers,0.9019379324723986,0.2035731265828379
C11849,1127.607606,0.0,271.093275,8500.0,662.387331,260.277533,0.0,12,0.0,0,Inactive / Low-Engagement,-1.378731434170735,0.19742406571867355
C11850,1194.651852,322.29,0.0,1200.0,482.355548,946.189043,0.0,12,0.916667,3,Installment Buyers,-0.05606747058679615,-1.3553979653638892
C11851,291.991838,2971.56,0.0,13500.0,2238.594868,171.648662,1.0,12,0.916667,3,Installment Buyers,3.0427405951695112,-1.220170896874304
C11852,2929.747983,376.04,0.0,3000.0,1037.958748,1405.916655,0.0,12,0.5,0,Inactive / Low-Engagement,-0.3688152605359061,-0.45822759172437494
C11853,16.005542,151.33,0.0,5000.0,450.83685,132.752406,0.5,12,0.166667,0,Inactive / Low-Engagement,-1.3517078600064978,-1.386099669816949
C11854,6937.806466,339.75,0.0,10500.0,2163.154746,3228.084937,0.0,12,0.25,0,Inactive / Low-Engagement,-0.10083895651660447,1.26980816204331
C11855,7888.028118,0.0,1282.985376,12000.0,1685.554741,2145.585863,0.0,12,0.0,2,Cash Advance Users,-0.8631190695372339,3.088525104016406
C11856,1020.292184,1788.1,0.0,1500.0,492.184722,745.734369,0.0,12,0.833333,3,Installment Buyers,0.947286507199952,-1.3161540926098008
C11857,4751.924842,1394.93,0.0,5000.0,2635.439016,4247.46441,0.0,12,1.0,3,Installment Buyers,2.0266220107680146,-0.11030218650732677
C11858,2270.955171,25.26,452.803657,3100.0,503.196519,815.400611,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.5520085707016238,0.5704211500149912
C11859,2377.759245,0.0,943.90775,6500.0,4119.519203,955.260042,0.0,12,0.0,0,Inactive / Low-Engagement,-1.2871702191268781,1.8375305267390076
C11860,1473.902933,0.0,163.855122,1500.0,340.239419,517.593629,0.0,12,0.0,0,Inactive / Low-Engagement,-1.9228471390844326,0.5011288481047242
C11861,6853.020124,0.0,2529.901587,7500.0,1863.404442,2228.516092,0.0,12,0.0,2,Cash Advance Users,-1.2586317151501063,3.360714270764042
C11862,1527.644591,0.0,210.417767,1700.0,540.406147,508.668881,0.0,12,0.0,0,Inactive / Low-Engagement,-1.810063397975985,0.12843138131389845
C11863,1611.475175,807.72,0.0,1500.0,1019.454819,2134.562981,0.0,12,1.0,3,Installment Buyers,0.8809792030855143,-1.25570545849025
C11864,344.591662,519.0,2865.942873,4000.0,663.651176,69.241728,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.7352745908001623,0.3994448434622117
C11865,2021.641161,363.18,0.0,2000.0,704.24077,795.859808,0.0,12,1.0,3,Installment Buyers,0.48923532523704416,-0.8395366204873648
C11866,102.228073,1074.29,0.0,5000.0,1075.317643,188.241729,0.083333,12,1.0,3,Installment Buyers,1.0396068772258034,-1.494085423094666
C11867,1407.26415,151.64,0.0,1500.0,337.890842,337.424016,0.0,11,0.090909,0,Inactive / Low-Engagement,-1.6214138923115873,-0.6169692539537054
C11868,2158.419812,154.53,879.540473,2500.0,664.112193,459.980824,0.0,8,0.375,0,Inactive / Low-Engagement,-1.044357660204535,0.5886099880273225
C11869,1492.433396,99.75,0.0,6000.0,2224.187609,382.929831,0.083333,12,0.083333,0,Inactive / Low-Engagement,-0.970558469175315,-0.18419405454301283
C11870,5193.661885,0.0,1682.146822,5500.0,2422.095104,2233.338791,0.0,12,0.0,2,Cash Advance Users,-1.4323329837259655,2.961134183521273
C11871,1885.547591,0.0,3197.181617,8000.0,8559.584636,755.628834,0.166667,12,0.0,2,Cash Advance Users,-0.7314367778814739,2.5287587093370942
C11872,54.842927,105.0,0.0,4000.0,329.582826,174.978044,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.472507855530419,-0.6796232722026896
C11873,2125.107734,663.04,1953.192558,2500.0,560.757972,447.234777,0.0,12,0.75,3,Installment Buyers,0.27481023416259354,0.03043404678703769
C11874,102.832194,1067.85,0.0,10000.0,1480.49182,147.450493,0.545455,12,1.0,3,Installment Buyers,1.9142507393844936,-1.4355292598118299
C11875,1628.609633,1340.83,0.0,2000.0,586.263693,1190.488094,0.0,12,0.666667,3,Installment Buyers,0.7063479699412297,-0.9228053125946815
C11876,1733.68291,100.0,270.57595,1700.0,689.279807,1101.99844,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.660982361022942,0.7431691413519058
C11877,9303.557117,6133.01,1895.60877,12500.0,4054.579469,2998.465025,0.0,12,1.0,1,High Spenders,6.2238476646611325,5.004298128216051
C11878,3541.960207,0.0,1853.517071,4000.0,789.692304,941.569,0.0,12,0.0,0,Inactive / Low-Engagement,-1.5537774889922713,1.0056784550526878
C11879,1.420316,0.0,94.535691,1200.0,0.0,312.343947,0.0,12,0.0,0,Inactive / Low-Engagement,-2.378990766206249,-1.0946131029337052
C11880,2447.783112,431.96,0.0,2500.0,740.165746,1096.264703,0.0,12,0.583333,3,Installment Buyers,-0.3297222505861242,-0.6376340973588832
C11881,94.280326,846.06,0.0,9000.0,922.71497,171.595701,0.75,12,1.0,3,Installment Buyers,1.361323829743035,-1.6401407954738934
C11882,1628.591333,361.0,291.278909,1800.0,1018.197785,684.453198,0.0,12,0.833333,3,Installment Buyers,-0.041121184599761135,-0.5864541195891116
C11883,396.667584,2559.41,0.0,4000.0,827.889811,188.185292,0.0,12,0.5,0,Inactive / Low-Engagement,0.39550322876702243,-0.7305741534459378
C11884,5036.762745,3393.73,0.0,10000.0,1331.175753,1206.79054,0.0,12,1.0,1,High Spenders,4.102026883419517,-0.06169938435468246
C11885,248.243958,0.0,1423.527628,3500.0,181.018701,341.269008,0.0,12,0.0,0,Inactive / Low-Engagement,-2.188491805247707,-0.19529956304193044
C11886,109.417101,1219.85,172.656204,5000.0,2250.036431,180.605564,0.5,12,1.0,3,Installment Buyers,1.9433927235938888,-1.2244034091710299
C11887,4624.411724,2537.67,0.0,7000.0,1045.881353,1194.290831,0.0,12,0.916667,3,Installment Buyers,2.5029670430042863,-0.1369668280623382
C11888,491.605909,747.55,0.0,2500.0,282.956764,189.443558,0.0,11,0.818182,3,Installment Buyers,-0.07228367764768931,-1.4705862964917427
C11889,5329.815675,674.85,1129.296969,5500.0,1390.662933,3999.109938,0.0,12,0.666667,3,Installment Buyers,0.5737430904674207,1.2002190121141776
C11890,10.486808,241.27,0.0,2500.0,557.897488,204.561603,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.8092135388075763,-1.1091646000977982
C11892,4402.354047,0.0,2117.809244,5000.0,1030.120113,1162.586801,0.0,12,0.0,2,Cash Advance Users,-1.521545264790739,2.003421966814002
C11893,7283.579076,209.07,7545.629864,11500.0,1543.541917,2818.721047,0.0,12,0.083333,2,Cash Advance Users,-0.7502520660301601,4.37486915272174
C11894,30.859227,415.04,0.0,7500.0,485.108353,98.722488,0.545455,12,0.5,3,Installment Buyers,-0.3754006068743469,-1.4827775952493338
C11895,112.87035,918.6,0.0,7500.0,1129.696171,177.258588,1.0,12,0.75,3,Installment Buyers,1.0611975396317628,-1.7055280603617056
C11896,7390.19856,612.1,2735.148792,12000.0,1920.45776,1795.652542,0.0,12,0.666667,2,Cash Advance Users,0.9506897132976018,1.983041567877571
C11897,1274.142457,5219.95,0.0,7500.0,3984.42893,3453.797867,0.0,12,1.0,1,High Spenders,4.889261051485384,-0.5069068036009893
C11898,644.112226,638.61,0.0,12000.0,2529.45977,227.892037,0.0,12,0.583333,3,Installment Buyers,0.24339225545464627,-0.6625046933596844
C11899,91.231825,736.91,0.0,6000.0,960.373775,175.898057,1.0,12,0.583333,3,Installment Buyers,0.19405001692229695,-1.8118079613185707
C11900,915.717703,55.49,0.0,1000.0,1221.513652,10800.04619,0.083333,12,0.416667,0,Inactive / Low-Engagement,-0.6414942268020672,-0.26583119153410506
C11901,1216.594927,878.64,155.804123,1200.0,654.24428,1296.173027,0.0,12,0.75,3,Installment Buyers,0.3275421418596565,-0.42331572606641116
C11902,5941.271179,279.36,905.982826,6000.0,3140.402423,2949.001145,0.0,12,0.666667,3,Installment Buyers,0.40133393047367544,0.9455800213875549
C11903,3817.693096,4974.27,0.0,5000.0,6752.531183,1468.156345,0.0,12,1.0,3,Installment Buyers,3.6297764584047423,0.06183092790746375
C11904,0.0,369.36,0.0,1500.0,431.443959,312.343947,0.0,12,1.0,3,Installment Buyers,-0.4348033371618936,-2.2864577688397882
C11905,1276.941373,2196.54,0.0,1000.0,1410.009813,3446.470208,0.0,12,1.0,3,Installment Buyers,1.97661321525972,-1.193543109335619
C11906,8099.879299,2352.0,389.680166,12500.0,1863.944131,1830.532435,0.0,12,1.0,3,Installment Buyers,3.490204874777166,1.6464351209756005
C11907,86.694598,0.0,465.455995,1500.0,543.82992,64.977254,0.0,10,0.0,0,Inactive / Low-Engagement,-2.2385146969170133,-0.6811538621965202
C11908,78.910866,828.14,0.0,2600.0,903.603701,519.561892,0.285714,12,0.416667,0,Inactive / Low-Engagement,-0.27722112397460635,-1.172867408356262
C11909,52.776167,508.94,0.0,3000.0,478.833594,164.997774,0.4,12,1.0,3,Installment Buyers,0.6364582700123878,-1.4727650602453348
C11910,109.140973,319.62,0.0,3500.0,597.96043,168.622192,0.0,12,0.666667,3,Installment Buyers,-0.15700497968571334,-0.9902855642411629
C11911,2586.533933,400.0,0.0,3000.0,886.663668,939.459896,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.2166111645316666,-0.13252615694260092
C11912,6668.440979,5596.11,2790.317276,16000.0,17068.96724,6687.965212,0.083333,12,1.0,1,High Spenders,7.380855210722364,4.240139175525101
C11913,2539.279598,820.42,879.324856,3000.0,757.327536,686.941106,0.0,12,0.666667,0,Inactive / Low-Engagement,0.15918526516425388,0.1920193017310425
C11914,2154.354852,104.0,91.406322,6000.0,732.471319,512.458262,0.0,11,0.090909,0,Inactive / Low-Engagement,-1.3029003224618372,0.19562674631463436
C11915,2720.959921,66.49,457.611102,3000.0,967.657856,1317.330243,0.0,12,0.166667,0,Inactive / Low-Engagement,-1.386214579049881,1.043794597455568
C11916,693.643988,358.91,0.0,5000.0,338.79121,170.609681,0.0,12,1.0,3,Installment Buyers,0.9394983448247728,-1.415492932336953
C11917,3414.780266,0.0,8264.603438,9000.0,718.95107,1160.439791,0.0,11,0.0,2,Cash Advance Users,-1.4557575189261898,3.126385396969521
C11918,3478.070041,2465.92,90.363202,12000.0,955.30285,962.880942,0.0,12,1.0,3,Installment Buyers,2.982605275038368,0.00718412871990852
C11919,6378.276044,0.0,4169.593183,10500.0,1376.688305,1539.532191,0.0,12,0.0,2,Cash Advance Users,-1.3045301064484163,4.4455758094415065
C11920,33.07464,286.4,91.341961,8500.0,435.600387,188.836554,0.3,12,0.5,0,Inactive / Low-Engagement,-0.3837685810057512,-0.643945458934321
C11921,366.68899,653.21,0.0,3000.0,276.166583,193.830954,0.0,12,1.0,3,Installment Buyers,0.6048530980581476,-1.600400910607814
C11922,245.17692,2481.64,0.0,4000.0,2261.352187,176.531272,0.916667,12,1.0,3,Installment Buyers,2.4585926976307384,-1.9928911483552914
C11924,786.483086,226.9,666.779555,1200.0,1391.068932,187.144712,0.0,12,0.833333,3,Installment Buyers,-0.11178423586480145,-0.5941902410682405
C11925,7.03142,502.33,0.0,2500.0,844.120402,25.455716,0.0,12,0.416667,0,Inactive / Low-Engagement,-1.0970353211717438,-1.2791808026852483
C11926,4379.015578,996.64,3632.137219,14500.0,2034.929239,1064.251367,0.0,12,0.916667,2,Cash Advance Users,1.6355240188761817,2.191616895120883
C11927,167.757298,320.72,0.0,1200.0,863.485864,186.52878,0.0,12,0.916667,3,Installment Buyers,0.07488998783333392,-1.6190695881934059
C11928,1199.555426,0.0,2831.836214,3000.0,707.767429,637.97592,0.0,10,0.0,0,Inactive / Low-Engagement,-2.0989158603888463,0.24585756239139092
C11929,5774.207136,2102.51,3536.320402,15000.0,4711.567357,1308.759437,0.0,12,0.916667,2,Cash Advance Users,2.8974252544659196,2.148893746141664
C11930,41.461969,550.08,0.0,6000.0,1104.875573,168.561947,1.0,12,0.25,0,Inactive / Low-Engagement,-0.7225893074394287,-1.6950442948752038
C11931,1383.161918,0.0,55.212259,1500.0,276.630198,504.836908,0.0,12,0.0,0,Inactive / Low-Engagement,-1.844417392454281,-0.030338858218274964
C11932,2572.878701,3975.0,0.0,4000.0,2386.982592,667.024916,0.0,12,0.416667,0,Inactive / Low-Engagement,1.0650167149099086,0.06114136063137042
C11933,177.556406,2228.35,0.0,12000.0,1842.340524,110.44378,0.454545,12,0.75,3,Installment Buyers,2.1564927287242135,-0.9559489447751359
C11934,538.995587,0.0,2156.577132,1200.0,3303.660591,303.152869,0.111111,12,0.0,0,Inactive / Low-Engagement,-1.602752513397202,0.40779882074169677
C11935,92.816307,345.66,0.0,1000.0,383.914659,192.645506,0.25,12,0.75,3,Installment Buyers,-0.18848997444713353,-1.6913083321965843
C11936,1247.423771,0.0,503.562164,1500.0,721.897274,273.128967,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8282791923972936,0.12137535152066956
C11937,911.298036,954.15,0.0,1200.0,283.608489,282.489805,0.0,12,0.833333,3,Installment Buyers,0.2304288107107062,-1.3528174212995492
C11938,98.427228,389.24,0.0,8500.0,371.314009,178.045751,0.0,12,0.666667,3,Installment Buyers,-0.08189075028933766,-0.9229887635651931
C11939,989.993863,0.0,1110.807913,1200.0,240.088742,283.359039,0.0,11,0.0,0,Inactive / Low-Engagement,-2.050764928731643,0.3685652741233995
C11940,69.352136,636.15,0.0,10000.0,837.801642,193.410391,0.333333,12,0.833333,3,Installment Buyers,0.664252137665613,-1.1636849834835141
C11941,12.029327,581.21,0.0,4000.0,1333.87748,32.779615,0.0,12,0.333333,0,Inactive / Low-Engagement,-0.9644540253366463,-1.2917514460574102
C11942,1265.781431,1585.79,0.0,3000.0,338.977714,399.110239,0.0,12,1.0,3,Installment Buyers,1.2668199245870493,-1.353691259030535
C11943,3682.768495,1194.15,1074.785954,4050.0,2121.026757,1837.003889,0.0,12,1.0,3,Installment Buyers,1.4547019101055465,1.1987495906454515
C11944,210.993146,90.51,0.0,6500.0,1240.766161,230.983088,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.3321644362677203,-0.5025367862702426
C11945,3171.17541,109.16,4586.702891,6000.0,598.08223,1307.447265,0.0,12,0.083333,2,Cash Advance Users,-1.421414447007767,2.421548717576656
C11946,311.121985,744.09,0.0,7500.0,652.002188,171.056157,0.0,12,1.0,3,Installment Buyers,1.0754760868409108,-0.9232540814216638
C11947,3310.573808,717.14,0.0,12500.0,1372.959063,775.796181,0.0,12,0.5,0,Inactive / Low-Engagement,0.2829477029567407,0.4181229690606451
C11948,408.948673,0.0,1871.859929,10000.0,3902.376688,124.094651,0.090909,12,0.0,0,Inactive / Low-Engagement,-1.3782891232736267,0.30638934649947686
C11949,131.342635,1160.65,0.0,13000.0,1113.408654,93.234625,0.3,12,0.5,0,Inactive / Low-Engagement,0.35406428052524846,-0.5798732185963796
C11950,365.005559,421.04,0.0,4000.0,1386.413639,110.535797,0.0,12,0.333333,0,Inactive / Low-Engagement,-0.7129875812013046,-0.7905192065252816
C11951,26.599993,329.38,0.0,10500.0,1034.7342,222.733821,1.0,12,0.333333,0,Inactive / Low-Engagement,-0.20240268506090153,-1.3374994510185867
C11952,1117.461472,0.0,1377.191285,1500.0,171.694194,149.40891,0.0,7,0.0,2,Cash Advance Users,-2.4999306598678532,1.9171529842804493
C11953,26.216029,615.16,0.0,14000.0,1560.047704,81.334001,0.363636,12,0.833333,3,Installment Buyers,1.2267217904858685,-1.1863347306252998
C11954,1106.697298,1260.13,0.0,6500.0,1556.574701,238.440314,0.0,10,0.2,0,Inactive / Low-Engagement,-0.5784758238335846,-0.1919482447903919
C11955,2205.471982,3278.42,0.0,6000.0,2726.198575,966.350823,0.0,12,1.0,1,High Spenders,4.827424333247639,-0.8210802581186804
C11956,1722.910058,45.45,1654.212185,4000.0,511.525617,439.577818,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.612939718218956,1.2328676172183437
